window,symbol,checkpoint,path,route,regime,direction,confidence,entry_price,atr_4h,sl_price,tp_price,one_R_dist,live_allowed,suppressed_flag,run_length,one_r_before_sl,two_r_before_sl,sl_first,unresolved,mfe_4h,mae_4h,mfe_8h,mae_8h,mfe_24h,mae_24h,mfe_48h,mae_48h,time_to_sl_min,time_to_1r_min,time_to_tp_min,fee_drag_R_taker_taker,fee_drag_R_maker_taker,truncated_4h,truncated_8h,truncated_24h,truncated_48h,forward_bars
14d,ADA/USDT:USDT,2026-04-15T00:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,84.15,0.2393,0.0048973848601742654,0.25154346215043566,0.2148130756991287,0.012243462150435647,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.0005000000000000004,0.001799999999999996,0.0013000000000000234,0.0024999999999999745,0.0013000000000000234,0.011199999999999988,0.0013000000000000234,0.022199999999999998,,,,0.019545125150036525,0.013681587605025566,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-16T16:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,49.62,0.2533,0.00512841408211713,0.23791476,0.28407048,0.015385240000000022,False,ALLOW_15M_FAST,1,,,,True,0.007399999999999962,0.0027000000000000357,0.008199999999999985,0.0027000000000000357,0.014600000000000002,0.0027000000000000357,0.014600000000000002,0.0039000000000000146,,,,0.016463831568438298,0.011524682097906809,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-17T13:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,65.4,0.2603,0.005425050108941803,0.24402485,0.2928503,0.016275149999999988,False,(allowed),6,,,,True,0.007600000000000051,0.0006999999999999784,0.007600000000000051,0.0012999999999999678,0.007600000000000051,0.010899999999999965,0.007600000000000051,0.016199999999999964,,,,0.01599370819931,0.011195595739517,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-18T20:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,69.92,0.2486,0.005323890494705113,0.26457167,0.21665666,0.015971669999999993,False,(allowed),8,,,,True,0.0007999999999999952,0.0020999999999999908,0.001899999999999985,0.0020999999999999908,0.004499999999999976,0.0023000000000000242,0.00789999999999999,0.0023000000000000242,,,,0.01556505988415739,0.010895541918910174,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-19T18:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,60.05,0.2449,0.004893001006742995,0.259579,0.21554199,0.014678999999999998,False,(allowed),4,,,,True,0.0015000000000000013,0.0023999999999999855,0.004200000000000009,0.0023999999999999855,0.004200000000000009,0.004299999999999998,0.004200000000000009,0.007400000000000018,,,,0.01668369779957763,0.011678588459704342,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-21T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,66.66,0.2469,0.004754311321925056,0.25878577830481264,0.22312844339037474,0.011885778304812633,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.00020000000000000573,0.0032999999999999696,0.00020000000000000573,0.005400000000000016,0.0031000000000000194,0.008599999999999997,0.0031000000000000194,0.010599999999999998,,,,0.02077272465195052,0.014540907256365362,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-21T16:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,61.31,0.2487,0.0044700881830427655,0.2598752204576069,0.22634955908478618,0.01117522045760691,False,ALLOW_ADAPTIVE_TREND_ROUTE,16,,,,True,0.0049000000000000155,0.0005999999999999894,0.0049000000000000155,0.0012999999999999956,0.0049000000000000155,0.008800000000000002,0.0049000000000000155,0.008800000000000002,,,,0.022254594523968548,0.015578216166777983,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-22T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,69.2,0.2542,0.004782027601364781,0.24224493099658803,0.2781101380068239,0.01195506900341195,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.003300000000000025,0.0010000000000000009,0.003300000000000025,0.0010000000000000009,0.003300000000000025,0.009199999999999986,0.003300000000000025,0.009799999999999975,,,,0.021262947117030598,0.01488406298192142,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-23T08:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,84.77,0.2467,0.004275789678129922,0.2573894741953248,0.2253210516093504,0.010689474195324816,False,ALLOW_ADAPTIVE_TREND_ROUTE,32,,,,True,0.0020999999999999908,0.0012000000000000066,0.0020999999999999908,0.00410000000000002,0.0022999999999999965,0.005100000000000021,0.0022999999999999965,0.006200000000000011,,,,0.023078777823131613,0.016155144476192127,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-24T16:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,60.41,0.252,0.004098194133976068,0.24175451466505982,0.2724909706698804,0.010245485334940185,False,ALLOW_ADAPTIVE_TREND_ROUTE,48,,,,True,0.00040000000000001146,0.0015000000000000013,0.0009000000000000119,0.0022000000000000075,0.0018000000000000238,0.002599999999999991,0.0023000000000000242,0.0040999999999999925,,,,0.024596199375797673,0.017217339563058372,False,False,False,False,192
14d,ADA/USDT:USDT,2026-04-26T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,63.32,0.2534,0.003406088459610202,0.2448847788509745,0.270430442298051,0.008515221149025504,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.00040000000000001146,0.0020999999999999908,0.00040000000000001146,0.0027000000000000357,0.00269999999999998,0.007400000000000018,0.00269999999999998,0.007400000000000018,,,,0.02975847550700425,0.020830932854902975,False,False,True,True,80
14d,AVAX/USDT:USDT,2026-04-13T11:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,60.37,8.986,0.1845872095395654,9.53976163,7.87847674,0.5537616299999986,False,(allowed),2,False,False,True,False,0.025000000000000355,0.3330000000000002,0.025000000000000355,0.4009999999999998,0.025000000000000355,0.7299999999999986,0.025000000000000355,0.7299999999999986,690.0,,,0.016227198695583197,0.011359039086908235,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-13T20:00:00+00:00,4h_flip,supertrend_trend,trending,LONG,65.82,9.404,0.1941006192997176,8.82169814,10.56860372,0.5823018599999994,False,(allowed),8,,,,True,0.3119999999999994,0.1609999999999996,0.3119999999999994,0.1609999999999996,0.3119999999999994,0.1980000000000004,0.3119999999999994,0.1980000000000004,,,,0.016149699401612785,0.011304789581128946,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-14T14:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,53.55,9.491,0.20060726748800597,8.8891782,10.6946436,0.6018217999999997,False,ALLOW_15M_FAST,1,,,,True,0.040000000000000924,0.21899999999999942,0.040000000000000924,0.28500000000000014,0.040000000000000924,0.28500000000000014,0.12700000000000067,0.28500000000000014,,,,0.015770448993373126,0.01103931429536119,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-14T16:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,53.64,9.451,0.20477817695314843,8.83666547,10.67966906,0.6143345300000007,False,ALLOW_15M_FAST,1,,,,True,0.02099999999999902,0.245000000000001,0.02099999999999902,0.245000000000001,0.02099999999999902,0.245000000000001,0.19599999999999973,0.245000000000001,,,,0.015384126300046963,0.010768888410032873,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-15T19:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,65.58,9.47,0.19259704336642397,8.89220887,10.62558226,0.5777911300000014,False,(allowed),8,,,,True,0.09699999999999953,0.04600000000000115,0.09699999999999953,0.13400000000000034,0.3780000000000001,0.21300000000000097,0.5359999999999996,0.21300000000000097,,,,0.016390005848653265,0.011473004094057285,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T03:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.13,9.44,0.1929535731067635,8.86113928,10.59772144,0.5788607199999998,False,ALLOW_15M_FAST,1,,,,True,0.12300000000000111,0.02999999999999936,0.17800000000000082,0.10200000000000031,0.4429999999999996,0.18299999999999983,0.5660000000000007,0.18299999999999983,,,,0.01630789527401342,0.01141552669180939,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T04:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.22,9.48,0.1916711750277089,8.90498647,10.63002705,0.5750135299999997,False,ALLOW_ALIGNED_TREND,4,,,,True,0.1379999999999999,0.025000000000000355,0.1379999999999999,0.14200000000000124,0.4029999999999987,0.22300000000000075,0.5259999999999998,0.22300000000000075,,,,0.01648656858561225,0.011540598009928574,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.32,9.511,0.18865014581470824,8.94504956,10.64290087,0.5659504399999999,False,ALLOW_15M_FAST,1,,,,True,0.136000000000001,0.25399999999999956,0.3719999999999999,0.25399999999999956,0.3719999999999999,0.25399999999999956,0.495000000000001,0.25399999999999956,,,,0.016805358433858626,0.011763750903701038,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.36,9.504,0.18865014581470824,8.93804956,10.63590087,0.5659504399999999,False,ALLOW_ALIGNED_TREND,2,,,,True,0.14300000000000068,0.2469999999999999,0.37899999999999956,0.2469999999999999,0.37899999999999956,0.2469999999999999,0.5020000000000007,0.2469999999999999,,,,0.01679298985967747,0.011755092901774226,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T15:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.32,9.466,0.18865014581470824,8.90004956,10.59790087,0.5659504399999999,False,ALLOW_15M_FAST,1,,,,True,0.38200000000000145,0.06199999999999939,0.4169999999999998,0.06199999999999939,0.5400000000000009,0.06199999999999939,0.5400000000000009,0.1399999999999988,,,,0.016725846171265456,0.011708092319885819,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T16:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.43,9.582,0.20060370682794335,8.98018888,10.78562224,0.6018111200000007,False,ALLOW_ALIGNED_TREND,2,,,,True,0.2839999999999989,0.17800000000000082,0.3009999999999984,0.17800000000000082,0.4239999999999995,0.17800000000000082,0.4239999999999995,0.2560000000000002,,,,0.01592193909610708,0.011145357367274957,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T19:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,54.39,9.774,0.20060370682794335,9.17218888,10.97762224,0.6018111199999989,False,ALLOW_15M_FAST,1,,,,True,0.10899999999999999,0.13399999999999856,0.10899999999999999,0.22399999999999842,0.2320000000000011,0.3329999999999984,0.2320000000000011,0.48299999999999876,,,,0.01624097607235974,0.011368683250651818,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-16T19:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,45.43,9.774,0.20060370682794335,9.17218888,10.97762224,0.6018111199999989,False,ALLOW_ALIGNED_TREND,2,,,,True,0.10899999999999999,0.13399999999999856,0.10899999999999999,0.22399999999999842,0.2320000000000011,0.3329999999999984,0.2320000000000011,0.48299999999999876,,,,0.01624097607235974,0.011368683250651818,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,55.52,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,ALLOW_15M_FAST,1,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,68.92,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,(allowed),8,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-17T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,46.69,9.728,0.21778281393033302,9.07465156,11.03469688,0.6533484400000003,False,ALLOW_ALIGNED_TREND,8,,,,True,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.019000000000000128,0.27800000000000047,0.38700000000000045,0.27800000000000047,0.6069999999999993,,,,0.014889451637781513,0.010422616146447058,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-19T00:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,84.34,9.328,0.20184505555076296,9.93353517,8.11692967,0.6055351700000013,False,(allowed),8,,,,True,0.125,0.004000000000001336,0.20699999999999896,0.004000000000001336,0.3669999999999991,0.0259999999999998,0.3669999999999991,0.10400000000000098,,,,0.015404555279588433,0.010783188695711902,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-19T18:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,62.48,9.144,0.18921359932281714,9.7116408,8.0087184,0.5676407999999995,False,(allowed),6,,,,True,0.04299999999999926,0.08300000000000018,0.18299999999999983,0.08300000000000018,0.18299999999999983,0.17900000000000027,0.18299999999999983,0.3879999999999999,,,,0.01610877865016047,0.011276145055112327,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-21T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,77.93,9.201,0.1845255595698674,9.662313898924669,8.278372202150663,0.46131389892466856,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,False,False,True,False,0.009999999999999787,0.19699999999999918,0.009999999999999787,0.40499999999999936,0.009999999999999787,0.47199999999999953,0.05900000000000105,0.47199999999999953,570.0,,,0.019945204385663873,0.013961643069964712,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-22T04:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,81.83,9.557,0.19026438554748762,9.081339036131281,10.508321927737438,0.4756609638687195,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.11599999999999966,0.028999999999999915,0.11599999999999966,0.028999999999999915,0.11599999999999966,0.34999999999999964,0.11599999999999966,0.4150000000000009,,,,0.020092041865848162,0.014064429306093711,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-23T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,73.49,9.268,0.16091484507002204,9.670287112675055,8.46342577464989,0.40228711267505446,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.02800000000000047,0.17799999999999905,0.12600000000000122,0.17799999999999905,0.12600000000000122,0.19699999999999918,0.12600000000000122,0.22999999999999865,,,,0.023038272189162032,0.016126790532413424,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-23T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,69.11,9.266,0.17126841233078435,9.694171030826961,8.409657938346077,0.4281710308269613,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.0039999999999995595,0.13400000000000034,0.0039999999999995595,0.17099999999999937,0.0039999999999995595,0.21000000000000085,0.0039999999999995595,0.23199999999999932,,,,0.021640884910181395,0.015148619437126977,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-24T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,70.19,9.436,0.1625276740050899,9.029680814987275,10.24863837002545,0.406319185012725,False,ALLOW_ADAPTIVE_TREND_ROUTE,56,,,,True,0.02800000000000047,0.09800000000000075,0.040000000000000924,0.09800000000000075,0.06199999999999939,0.09800000000000075,0.08799999999999919,0.15799999999999947,,,,0.023223121988946906,0.016256185392262833,False,False,False,False,192
14d,AVAX/USDT:USDT,2026-04-25T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,63.93,9.3,0.13545428313883975,9.6386357078471,8.622728584305802,0.33863570784710006,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,,,,True,0.019000000000000128,0.0649999999999995,0.019000000000000128,0.0649999999999995,0.019000000000000128,0.24099999999999966,0.09700000000000131,0.2599999999999998,,,,0.027463140432311153,0.019224198302617807,False,False,False,True,144
14d,AVAX/USDT:USDT,2026-04-26T12:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,62.73,9.478,0.12525853240130155,9.164853668996745,10.104292662006507,0.31314633100325473,False,ALLOW_ADAPTIVE_TREND_ROUTE,40,,,,True,0.019999999999999574,0.07499999999999929,0.06300000000000061,0.08399999999999963,0.08200000000000074,0.27500000000000036,0.08200000000000074,0.27500000000000036,,,,0.030266999998481505,0.021186899998937053,False,False,True,True,80
14d,DOGE/USDT:USDT,2026-04-14T00:00:00+00:00,4h_flip,supertrend_trend,trending,LONG,80.65,0.09409,0.001393226471016064,0.08991032,0.10244936,0.004179679999999991,False,(allowed),8,,,,True,0.00017000000000000348,0.0010899999999999938,0.00017000000000000348,0.001459999999999989,0.003950000000000009,0.0017599999999999977,0.003950000000000009,0.0017599999999999977,,,,0.02251129273054401,0.015757904911380807,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-14T14:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,52.31,0.09704,0.0014383522437399021,0.09272494,0.10567011,0.0043150599999999956,False,ALLOW_15M_FAST,1,False,False,True,False,0.0010000000000000009,0.002909999999999996,0.0010000000000000009,0.004710000000000006,0.0010000000000000009,0.004710000000000006,0.0010000000000000009,0.004710000000000006,315.0,,,0.02248867918406699,0.015742075428846893,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-15T17:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,71.87,0.09441,0.0015604052676998705,0.08972878,0.10377243,0.00468122,False,(allowed),8,,,,True,0.002350000000000005,7.999999999999674e-05,0.002350000000000005,7.999999999999674e-05,0.004140000000000005,8.999999999999286e-05,0.007750000000000007,8.999999999999286e-05,,,,0.02016781950004486,0.0141174736500314,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-15T17:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,48.9,0.09441,0.0015604052676998705,0.08972878,0.10377243,0.00468122,False,ALLOW_ALIGNED_TREND,8,,,,True,0.002350000000000005,7.999999999999674e-05,0.002350000000000005,7.999999999999674e-05,0.004140000000000005,8.999999999999286e-05,0.007750000000000007,8.999999999999286e-05,,,,0.02016781950004486,0.0141174736500314,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-16T00:00:00+00:00,1h_continuation,supertrend_trend,trending,LONG,45.19,0.09485,0.0016942269910269292,0.08976732,0.10501536,0.005082680000000006,False,(allowed),2,,,,True,0.002579999999999999,0.00038000000000000533,0.0031199999999999978,0.00038000000000000533,0.0049899999999999944,0.0005300000000000027,0.007309999999999997,0.0005300000000000027,,,,0.018661414844137324,0.013062990390896126,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-16T02:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,66.48,0.09584,0.0016942269910269292,0.09075732,0.10600536,0.005082679999999992,False,ALLOW_15M_FAST,2,,,,True,0.002130000000000007,0.00023999999999999022,0.002130000000000007,0.0004699999999999982,0.0040000000000000036,0.0015199999999999936,0.006320000000000006,0.0015199999999999936,,,,0.018856193976406175,0.013199335783484322,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-16T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,62.96,0.09673,0.0017576737242296515,0.09145698,0.10727604,0.005273020000000003,False,ALLOW_15M_FAST,1,,,,True,0.0018200000000000022,0.0024099999999999955,0.0031100000000000017,0.0024099999999999955,0.0031100000000000017,0.0024099999999999955,0.005430000000000004,0.0024099999999999955,,,,0.01834432640118944,0.012841028480832609,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-16T16:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,63.0,0.09725,0.001874268458213248,0.09162719,0.10849561,0.005622810000000006,False,ALLOW_15M_FAST,1,,,,True,0.002589999999999995,0.0009200000000000041,0.002589999999999995,0.0009200000000000041,0.004269999999999996,0.0009200000000000041,0.004909999999999998,0.0018600000000000005,,,,0.017295622651307782,0.012106935855915447,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-16T16:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.09725,0.001874268458213248,0.09162719,0.10849561,0.005622810000000006,False,ALLOW_ALIGNED_TREND,8,,,,True,0.002589999999999995,0.0009200000000000041,0.002589999999999995,0.0009200000000000041,0.004269999999999996,0.0009200000000000041,0.004909999999999998,0.0018600000000000005,,,,0.017295622651307782,0.012106935855915447,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-17T07:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,63.0,0.09809,0.0020051376831977065,0.09207459,0.11012083,0.006015409999999999,False,ALLOW_15M_FAST,1,,,,True,0.0013999999999999985,0.0004499999999999921,0.0034300000000000025,0.0004499999999999921,0.004070000000000004,0.0004499999999999921,0.004070000000000004,0.004699999999999996,,,,0.01630645292673318,0.011414517048713223,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-17T09:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.0985,0.0019926278486835846,0.09252212,0.11045577,0.005977880000000005,False,ALLOW_ALIGNED_TREND,4,,,,True,0.0016999999999999932,0.0008599999999999997,0.0036599999999999966,0.0008599999999999997,0.0036599999999999966,0.0018400000000000083,0.0036599999999999966,0.005110000000000003,,,,0.016477413397391706,0.011534189378174194,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-17T12:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,70.0,0.09902,0.001982440145206185,0.09307268,0.11091464,0.005947319999999992,False,ALLOW_15M_FAST,2,,,,True,0.002579999999999999,0.00010999999999999899,0.003140000000000004,0.00010999999999999899,0.003140000000000004,0.0035499999999999976,0.003140000000000004,0.005639999999999992,,,,0.016649516084555754,0.011654661259189028,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-17T13:00:00+00:00,aligned_trend,supertrend_trend,trending,LONG,55.0,0.10006,0.001982440145206185,0.09411268,0.11195464,0.005947319999999992,False,ALLOW_ALIGNED_TREND,6,,,,True,0.0021000000000000046,0.00019999999999999185,0.0021000000000000046,0.0007199999999999984,0.0021000000000000046,0.004589999999999997,0.0021000000000000046,0.0066799999999999915,,,,0.016824384764902535,0.011777069335431772,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-18T12:00:00+00:00,4h_flip,supertrend_trend,trending,SHORT,85.0,0.09595,0.0020697142393425734,0.10215914,0.08353171,0.006209140000000002,False,(allowed),8,,,,True,0.0005599999999999911,0.0004100000000000076,0.0019199999999999912,0.0004100000000000076,0.002569999999999989,0.0004100000000000076,0.003489999999999993,0.0011099999999999999,,,,0.015453025700821688,0.01081711799057518,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-19T22:00:00+00:00,1h_continuation,supertrend_trend,trending,SHORT,68.56,0.09378,0.0018864389841449548,0.09943932,0.08246137,0.0056593199999999955,False,(allowed),8,,,,True,0.0013200000000000017,0.0004600000000000021,0.0013200000000000017,0.0008500000000000035,0.0013200000000000017,0.0022699999999999942,0.0013200000000000017,0.0022699999999999942,,,,0.016570895443268816,0.011599626810288172,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-20T05:30:00+00:00,15m_fast,supertrend_trend,trending,SHORT,59.44,0.09364,0.0018620825934719254,0.09922625,0.0824675,0.005586250000000001,False,ALLOW_15M_FAST,2,,,,True,7.000000000000062e-05,0.0017699999999999938,7.000000000000062e-05,0.0017699999999999938,7.000000000000062e-05,0.0024099999999999955,0.00014000000000000123,0.0037599999999999995,,,,0.01676258670843589,0.011733810695905122,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-21T20:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,SHORT,74.19,0.0938,0.001546592980890431,0.09766648245222607,0.08606703509554783,0.0038664824522260804,False,ALLOW_ADAPTIVE_TREND_ROUTE,8,False,False,True,False,7.000000000000062e-05,0.0014200000000000046,7.000000000000062e-05,0.0031000000000000055,7.000000000000062e-05,0.0047800000000000065,7.000000000000062e-05,0.0047800000000000065,570.0,,,0.02425977646581476,0.01698184352607033,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-23T16:00:00+00:00,adaptive_trend_route,adaptive_trend,ranging,LONG,67.93,0.09733,0.001533827667416861,0.09349543083145785,0.10499913833708431,0.0038345691685421485,False,ALLOW_ADAPTIVE_TREND_ROUTE,80,,,,True,7.999999999999674e-05,0.0022800000000000042,0.0003500000000000031,0.0022800000000000042,0.0017500000000000016,0.0022800000000000042,0.0021800000000000014,0.0022800000000000042,,,,0.02538225175294036,0.01776757622705825,False,False,False,False,192
14d,DOGE/USDT:USDT,2026-04-25T14:00:00+00:00,15m_fast,supertrend_trend,ranging,LONG,50.52,0.09823,0.00141861673383848,0.09468346,0.10532308,0.003546540000000001,False,ALLOW_15M_FAST,1,,,,True,0.0005099999999999966,0.0007199999999999984,0.0005099999999999966,0.000899999999999998,0.0009300000000000003,0.000899999999999998,0.002610000000000001,0.000899999999999998,,,,0.02769741776492017,0.01938819243544412,False,False,False,True,168
14d,DOGE/USDT:USDT,2026-04-25T23:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,50.8,0.09799,0.0013662052449933833,0.09389138,0.10618723,0.004098619999999997,False,ALLOW_15M_FAST,1,,,,True,0.00021000000000000185,0.0004899999999999904,0.00068,0.0005799999999999972,0.0019000000000000128,0.0005799999999999972,0.0028500000000000053,0.0005799999999999972,,,,0.023908047098779604,0.016735632969145722,False,False,False,True,132
14d,DOGE/USDT:USDT,2026-04-26T05:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,50.89,0.09841,0.0012860137061422535,0.09455196,0.10612608,0.003858039999999993,False,ALLOW_15M_FAST,1,,,,True,0.00017000000000000348,0.0002500000000000002,0.0007500000000000007,0.00032999999999999696,0.0024300000000000016,0.00032999999999999696,0.0024300000000000016,0.0008799999999999919,,,,0.02550777078516557,0.0178554395496159,False,False,False,True,106
14d,DOGE/USDT:USDT,2026-04-26T15:30:00+00:00,15m_fast,supertrend_trend,trending,LONG,57.47,0.09904,0.0012588587568267387,0.09526342,0.10659315,0.0037765800000000016,False,ALLOW_15M_FAST,2,,,,True,0.0006400000000000017,0.0006200000000000094,0.0008500000000000035,0.0006200000000000094,0.001799999999999996,0.0015099999999999975,0.001799999999999996,0.0015099999999999975,,,,0.026224785387837662,0.018357349771486363,False,False,True,True,66
14d,DOGE/USDT:USDT,2026-04-27T01:00:00+00:00,15m_fast,supertrend_trend,trending,LONG,59.37,0.0999,0.001246349376366016,0.09616095,0.1073781,0.0037390500000000076,False,ALLOW_15M_FAST,2,,,,True,0.0009399999999999964,0.0005600000000000049,0.0009399999999999964,0.002369999999999997,0.0009399999999999964,0.002369999999999997,0.0009399999999999964,0.002369999999999997,,,,0.026718016608496757,0.01870261162594773,False,True,True,True,28
14d,ETH/USDT:USDT,2026-04-13T07:30:00+00:00,15m_fast,supertrend_trend,trending,SHORT,60.04,2183.45,36.027756497298334,2291.53326949,1967.28346102,108.08326949000002,False,ALLOW_15M_FAST,2,False,False,True,False,5.269999999999982,11.170000000000073,8.9699999999998,51.960000000000036,8.9699999999998,212.4000000000001,8.9699999999998,232.95000000000027,870.0,,,0.02020155395282537,0.014141087766977761,False,False,False,False,192
