window,scope,key,n,one_r_rate,two_r_rate,unresolved_rate,avg_mfe_24h_R,avg_mae_24h_R,expectancy_taker_R,expectancy_maker_R,median_time_to_1r_min,median_time_to_sl_min,n_symbols,top_symbol_share,top_day_share,verdict
14d,symbol_path,XRP/USDT:USDT|1h_continuation,2,0.5,0.0,0.5,0.6491234017804428,0.3503812731578564,-0.024177243303917576,-0.016924070312742304,1335.0,,1,1.0,0.5,DO_NOT_ENABLE
14d,symbol_path,XRP/USDT:USDT|aligned_trend,3,0.3333333333333333,0.0,0.6666666666666666,0.8976349000103855,0.2575975774973483,-0.0222182477429126,-0.01555277342003882,1335.0,,1,1.0,0.6666666666666666,DO_NOT_ENABLE
14d,symbol_path,XRP/USDT:USDT|4h_flip,2,0.0,0.0,1.0,0.29590720914840324,0.5918641714333376,-0.023511687659154734,-0.016458181361408315,,,1,1.0,0.5,DO_NOT_ENABLE
14d,flag,ALLOW_ADAPTIVE_TREND_ROUTE,40,0.0,0.0,0.9,0.25600803646294207,0.6457492351384633,-0.12617014281273511,-0.11831909996891452,,570.0,8,0.175,0.25,DO_NOT_ENABLE
14d,flag,ALLOW_15M_FAST,59,0.06779661016949153,0.0,0.847457627118644,0.4962307636540801,0.4444102447164598,-0.10393389580103267,-0.09817745587428219,832.5,795.0,8,0.2033898305084746,0.3050847457627119,DO_NOT_ENABLE
14d,flag,(allowed),34,0.058823529411764705,0.0,0.9117647058823529,0.519010139795403,0.3518524125332814,-0.04787904340582036,-0.04233885979583897,765.0,690.0,8,0.17647058823529413,0.29411764705882354,DO_NOT_ENABLE
14d,flag,ALLOW_ALIGNED_TREND,21,0.047619047619047616,0.0,0.9523809523809523,0.669502229180232,0.33034045345585344,-0.017896410658615875,-0.01252748746103111,1335.0,,7,0.23809523809523808,0.42857142857142855,DO_NOT_ENABLE
28d,path,4h_flip,59,0.03389830508474576,0.0,0.8813559322033898,0.35367042064358145,0.5053164225163161,-0.10269767551991447,-0.09731210167749947,127.5,885.0,8,0.13559322033898305,0.11864406779661017,DO_NOT_ENABLE
28d,path,1h_continuation,51,0.09803921568627451,0.0,0.803921568627451,0.4956640987511016,0.5064727749857266,-0.11620872761556408,-0.1107578740367772,990.0,1080.0,8,0.19607843137254902,0.17647058823529413,DO_NOT_ENABLE
28d,path,15m_fast,102,0.0392156862745098,0.0,0.7745098039215687,0.39699809747452336,0.5682960668384601,-0.20508403077367662,-0.19944117448275014,832.5,795.0,8,0.19607843137254902,0.17647058823529413,DO_NOT_ENABLE
28d,path,adaptive_trend_route,64,0.0,0.0,0.859375,0.2791554244135819,0.6698277306369713,-0.16603580509129268,-0.15841256356390496,,780.0,8,0.1875,0.15625,DO_NOT_ENABLE
28d,path,aligned_trend,29,0.06896551724137931,0.0,0.9310344827586207,0.6292775298419949,0.4058153125157566,-0.01819785521599936,-0.01273849865119955,1162.5,,7,0.20689655172413793,0.3103448275862069,DO_NOT_ENABLE
28d,symbol_path,ADA/USDT:USDT|4h_flip,8,0.0,0.0,0.75,0.21958830754101402,0.728911906094938,-0.2655434882035161,-0.2608804417424614,,1095.0,1,1.0,0.125,DO_NOT_ENABLE
28d,symbol_path,ADA/USDT:USDT|1h_continuation,6,0.0,0.0,0.8333333333333334,0.43133299631236327,0.611702367438604,-0.18493980999597645,-0.1794578669971835,,1080.0,1,1.0,0.16666666666666666,DO_NOT_ENABLE
28d,symbol_path,ADA/USDT:USDT|15m_fast,3,0.0,0.0,0.6666666666666666,0.32672899523820736,0.8313530138159417,-0.3512249020301355,-0.34585743142109493,,750.0,1,1.0,0.3333333333333333,DO_NOT_ENABLE
28d,symbol_path,ADA/USDT:USDT|adaptive_trend_route,12,0.0,0.0,0.9166666666666666,0.28869602904433905,0.6752503512965128,-0.10510320040601355,-0.09857224028420948,,480.0,1,1.0,0.16666666666666666,DO_NOT_ENABLE
28d,symbol_path,AVAX/USDT:USDT|4h_flip,7,0.14285714285714285,0.0,0.7142857142857143,0.5771347489488391,0.40833593477980784,-0.1590971563672134,-0.1542251523141922,60.0,1395.0,1,1.0,0.14285714285714285,DO_NOT_ENABLE
28d,symbol_path,AVAX/USDT:USDT|1h_continuation,10,0.0,0.0,0.8,0.4116807754767679,0.6909330100822236,-0.2165911148309272,-0.211613780381649,,900.0,1,1.0,0.2,DO_NOT_ENABLE
28d,symbol_path,AVAX/USDT:USDT|15m_fast,12,0.0,0.0,0.8333333333333334,0.3948011037136476,0.5253688888181377,-0.18210809444181905,-0.17747566610927332,,945.0,1,1.0,0.3333333333333333,DO_NOT_ENABLE
28d,symbol_path,AVAX/USDT:USDT|adaptive_trend_route,8,0.0,0.0,0.875,0.16279576472666313,0.6472736137603404,-0.14855339544952434,-0.14148737681466705,,570.0,1,1.0,0.25,DO_NOT_ENABLE
28d,symbol_path,AVAX/USDT:USDT|aligned_trend,6,0.0,0.0,1.0,0.5324387672349634,0.5361833833446277,-0.0162790135542755,-0.011395309487992849,,,1,1.0,0.6666666666666666,DO_NOT_ENABLE
28d,symbol_path,DOGE/USDT:USDT|adaptive_trend_route,9,0.0,0.0,0.6666666666666666,0.246885830717689,0.8373509141463656,-0.3578936446645654,-0.35052555126519575,,975.0,1,1.0,0.1111111111111111,DO_NOT_ENABLE
28d,symbol_path,DOGE/USDT:USDT|15m_fast,14,0.0,0.0,0.9285714285714286,0.42827045020959575,0.4403405771204581,-0.09272621215227594,-0.08633691993516458,,315.0,1,1.0,0.21428571428571427,DO_NOT_ENABLE
28d,symbol_path,DOGE/USDT:USDT|4h_flip,5,0.0,0.0,1.0,0.3139894812131306,0.46053531280867466,-0.019732126380707055,-0.013812488466494934,,,1,1.0,0.2,DO_NOT_ENABLE
28d,symbol_path,DOGE/USDT:USDT|1h_continuation,5,0.0,0.0,1.0,0.48670341784304394,0.3956278575997102,-0.01925939453023499,-0.013481576171164494,,,1,1.0,0.2,DO_NOT_ENABLE
28d,symbol_path,DOGE/USDT:USDT|aligned_trend,5,0.0,0.0,1.0,0.5668839285166318,0.4274842312508277,-0.018607241060369963,-0.013025068742258972,,,1,1.0,0.4,DO_NOT_ENABLE
28d,symbol_path,ETH/USDT:USDT|4h_flip,7,0.14285714285714285,0.0,0.7142857142857143,0.5324736535510711,0.44169574849999144,-0.1618337199830213,-0.15614074684525775,195.0,645.0,1,1.0,0.14285714285714285,DO_NOT_ENABLE
28d,symbol_path,ETH/USDT:USDT|15m_fast,20,0.05,0.0,0.75,0.40228912974817044,0.5774348029617916,-0.21947010456243604,-0.2136290731937053,420.0,847.5,1,1.0,0.15,DO_NOT_ENABLE
28d,symbol_path,ETH/USDT:USDT|1h_continuation,5,0.0,0.0,1.0,0.5062301096019566,0.42812224277652594,-0.01811636893515623,-0.012681458254609363,,,1,1.0,0.4,DO_NOT_ENABLE
28d,symbol_path,ETH/USDT:USDT|adaptive_trend_route,8,0.0,0.0,0.875,0.37705644489383183,0.6347924166259304,-0.1515826273213275,-0.14360783912492928,,1170.0,1,1.0,0.25,DO_NOT_ENABLE
28d,symbol_path,ETH/USDT:USDT|aligned_trend,3,0.0,0.0,1.0,0.8063953783608794,0.4711091733050002,-0.020249811851131002,-0.014174868295791699,,,1,1.0,0.6666666666666666,DO_NOT_ENABLE
28d,symbol_path,LINK/USDT:USDT|4h_flip,8,0.0,0.0,0.875,0.2612901067520667,0.5363631106000395,-0.14198646509033924,-0.13689052556323747,,885.0,1,1.0,0.125,DO_NOT_ENABLE
28d,symbol_path,LINK/USDT:USDT|1h_continuation,6,0.0,0.0,1.0,0.37508765823175144,0.4844974842979366,-0.01807304675781149,-0.012651132730468043,,,1,1.0,0.3333333333333333,DO_NOT_ENABLE
28d,symbol_path,LINK/USDT:USDT|15m_fast,11,0.0,0.0,0.9090909090909091,0.41596323658470974,0.5076989080166049,-0.10872675825639057,-0.10338145805220066,,720.0,1,1.0,0.2727272727272727,DO_NOT_ENABLE
28d,symbol_path,LINK/USDT:USDT|adaptive_trend_route,9,0.0,0.0,0.8888888888888888,0.4229266248539163,0.4962131590009473,-0.13867041275747927,-0.1304026222635688,,1230.0,1,1.0,0.2222222222222222,DO_NOT_ENABLE
28d,symbol_path,LINK/USDT:USDT|aligned_trend,2,0.0,0.0,1.0,0.659220407856708,0.329876992682063,-0.01865873375440541,-0.013061113628083786,,,1,1.0,0.5,DO_NOT_ENABLE
28d,symbol_path,SOL/USDT:USDT|4h_flip,8,0.0,0.0,1.0,0.3478287239400338,0.49261955742860286,-0.018981451226628244,-0.013287015858639771,,,1,1.0,0.125,DO_NOT_ENABLE
28d,symbol_path,SOL/USDT:USDT|1h_continuation,7,0.2857142857142857,0.0,0.42857142857142855,0.5544738765480842,0.5546534640915836,-0.3044768849341279,-0.2988481051681752,1192.5,1177.5,1,1.0,0.2857142857142857,DO_NOT_ENABLE
28d,symbol_path,SOL/USDT:USDT|aligned_trend,5,0.2,0.0,0.8,0.5079234310192527,0.3715102683974236,-0.01761121941394124,-0.01232785358975887,990.0,,1,1.0,0.4,DO_NOT_ENABLE
28d,symbol_path,SOL/USDT:USDT|15m_fast,11,0.0,0.0,0.7272727272727273,0.2698715690680784,0.6647431324279913,-0.29256717654984316,-0.28661520540307195,,750.0,1,1.0,0.18181818181818182,DO_NOT_ENABLE
28d,symbol_path,SOL/USDT:USDT|adaptive_trend_route,6,0.0,0.0,0.6666666666666666,0.3203078247587861,0.884369279738591,-0.36035496342394263,-0.35224847439675977,,667.5,1,1.0,0.16666666666666666,DO_NOT_ENABLE
28d,symbol_path,SUI/USDT:USDT|4h_flip,8,0.0,0.0,1.0,0.3063804800414038,0.37382140433900496,-0.01511132758824526,-0.010577929311771681,,,1,1.0,0.125,DO_NOT_ENABLE
28d,symbol_path,SUI/USDT:USDT|1h_continuation,8,0.25,0.0,0.75,0.6996690944944876,0.36541698900722464,-0.015891227646284437,-0.011123859352399105,457.5,,1,1.0,0.25,DO_NOT_ENABLE
28d,symbol_path,SUI/USDT:USDT|15m_fast,20,0.0,0.0,0.75,0.3155413256963221,0.6730261629434431,-0.26610492055799256,-0.26127344439059474,,1035.0,1,1.0,0.2,DO_NOT_ENABLE
28d,symbol_path,SUI/USDT:USDT|adaptive_trend_route,6,0.0,0.0,1.0,0.17126208009918878,0.6403341255685481,-0.022648558003732073,-0.015853990602612455,,,1,1.0,0.16666666666666666,DO_NOT_ENABLE
28d,symbol_path,SUI/USDT:USDT|aligned_trend,5,0.0,0.0,1.0,0.6499694627002877,0.34213940537534954,-0.016849954255166166,-0.011794967978616316,,,1,1.0,0.4,DO_NOT_ENABLE
28d,symbol_path,XRP/USDT:USDT|4h_flip,8,0.0,0.0,1.0,0.30608095602626706,0.5633803442200004,-0.022625529056243283,-0.015837870339370296,,,1,1.0,0.125,DO_NOT_ENABLE
28d,symbol_path,XRP/USDT:USDT|15m_fast,11,0.2727272727272727,0.0,0.5454545454545454,0.6254024943743755,0.4633512061432535,-0.20506350401034304,-0.19808990735269472,1245.0,967.5,1,1.0,0.18181818181818182,DO_NOT_ENABLE
28d,symbol_path,XRP/USDT:USDT|adaptive_trend_route,6,0.0,0.0,1.0,0.18417426794681924,0.559857535324865,-0.03281121557321771,-0.02296785090125239,,,1,1.0,0.16666666666666666,DO_NOT_ENABLE
28d,symbol_path,XRP/USDT:USDT|1h_continuation,4,0.25,0.0,0.75,0.47004995631408086,0.3547304126126296,-0.02432749663141061,-0.017029247641987426,1335.0,,1,1.0,0.25,DO_NOT_ENABLE
